Reciepe Name,Ingredients
Strawberry Mess with Fruit Coulis Recipe ,"  Berries (frozen),  Sugar,  Strawberries,  Whipped cream,  Coulis"
Chicken and Mushroom Lasagna Recipe ,"150 gms chicken,1/2 tbsp salt,1/4 tbsp crush black pepper,2  Garlic cloves (minced),1/2 cup olive oil,1/2 tbsp fresh thyme,1 bowl button mushroom,1/2 bowl onion, chopped,3 cups low fat milk,1 1/2 tsp basil,1 cup basil-tomato sauce"
अचार का पराठा रेसिपी (Achaar ka paratha   Recipe)  ,"  आम के अचार का मसाला,1  हरी या लाल मिर्च ,  आटा( गूंधा हुआ),(पराठा बनाने के लिए)  घी या तेल "
Salted Caramel Sauce Recipe ,"1 Cup granulated sugar,3 tbsp butter,1/2 cup cream, A pinch of salt (fleur de sel)"
Strawberry Quinoa Pancakes Recipe ,"1 Cup Quinoa,1/2 Cup Milk,1 tsp Olive oil,1  Egg (slightly beaten),1/2 tsp Baking powder,1/2 tsp Orange essence,2 Tbsp Castor sugar,2 Tbsp Maple syrup,7-8  Strawberries (to garnish)"
River Sole For Your Soul Recipe ,"1 Kg Sole fillet ,5-10 Large shrimps (optional),1 Kg Peeled Potatoes, sliced,3  Onions, sliced,5  Garlic Cloves, chopped,1/2  Red/ Green Capsicum ,  Parsley or Coriander,  Few dashes of Hot Sauce ,1 tsp Paprika,1 Cup Olive Oil,50 Ml White Wine , To taste Rock salt ,  Toasted Garlic Bread "
Basanti Pulao Recipe ,"3 Cups Rice (cleaned, washed),30  Cashew nuts,30  Raisins,4 inch  Cinnamon stick (Dalchini,2  Cardamom seeds,3  Cloves,3  Bay leaves,2 1/2 TSP Turmeric powder,2 TSP Ginger, grated,1 TBSP Sugar,2 TBSP Ghee,  Vegetable oil"
Easter Salad Recipe ,"  7-8 asparagus spears,  2 Tbsp vegetable stock,  2 tsp butter,  Salt and pepper to taste,  Optional:,  Filo nest for garnish,  Dressing:,  1/2 onion-chopped,  3-4 slices oranges,  2 Tbsp chopped walnuts,  1/4 cup orange juice,  2 Tbsp red wine vinegar,  1/4 cup olive oil,  2 Tbsp chopped parsley,  1 Tbsp vegetable stock,  A pinch of sugar,  A pinch of salt and pepper,  Salad:,  1/2 cup rocket leaves,  1/2 cup watercress,  1/2 cup arugula or rocket leaves,  1/4 cup onion shoots,  1/4 cup chopped red radish"
डेविल स्कॉच एग रेसिपी (Deviled scotch egg   Recipe)  ,"800 gms लैंब कीमा,15 ग्राम रोजमेरी,15 ग्राम थाइम,6 बड़ा अंडे (सख्त उबलाकर छिलका उतार लें),150 ग्राम मैदा,2  अंडे (हल्के फेंटे हुए),170 ग्राम पैंको,तलने के लिए  मूंगफली तेल, स्वादानुसार नमक,3 ग्राम कालीमिर्च,डेविलिंग प्रोसेस:,6 ग्राम मेयोनीज़,5 ml (मिली.) एप्पल सिडर विनेगर,5 ग्राम इंग्लिश मस्टर्ड,2 ग्राम नमक,  कालीमिर्च,  पैपरिका और जैतुन पाउडर"
पाव भाजी रेसिपी (Pav bhaji   Recipe)  ,"2 टेबल स्पून तेल,4  मक्खन के टुकड़े, बारीक कटा हुआ,1 कप प्याज़, टुकड़ों में कटा हुआ,1 टी स्पून अदरक-लहसुन का पेस्ट,1/2 कप लौकी, टुकड़ों में कटा हुआ,1/2 कप शिमला मिर्च,1 कप आलू, टुकड़ों में कटा हुआ,1/2 कप चकुंदर,1 टी स्पून मिर्च पाउडर,3 टी स्पून पाव भाजी मसाला,1 टी स्पून लाल मिर्च पाउडर,1/2 कप टमैटो प्यूरी,1 क्यूब  मक्खन ,एक गुच्छा  हरा धनिया, पाव के लिए:,  मक्खन,  पाव भाजी मसाला"
Pyaz Kachori Recipe ,"2 tsp crushed coriander,1 tsp oil,1/2 tsp asafoetida (hing),3 tsp gram flour,1 1/2 tsp Kashmiri red chilli powder,1 tsp black salt,1 1/2 tsp chaat masala,1/2 tsp garam masala,2-3 medium onions , chopped,2-3  Green chillies (optional),2  Potatoes (boiled), to taste salt,For dough:,200 gms maida,1/2 tsp carom seeds, to taste salt,5-6 tsp oil"
सोया पोहा रेसिपी (Soya poha   Recipe)  ,"200 gms चिड़वा,20 ग्राम मटर,40 ग्राम बीन्स,30 ग्राम क्रम्बल सोया (हर्ब में भीगा हुआ),1 टी स्पून प्लांट बेस्ट आॅयल, एक चुटकी जीरा, एक चुटकी सरसों के दाने,8-10  कढ़ीपत्ता,1 टी स्पून अदरक और हरी मिर्च, जूलियन,20 ग्राम प्याज, टुकड़ों में कटा हुआ,20 ग्राम टमाटर, टुकड़ों में कटा हुआ,1 टी स्पून हरा धनिया, बारीक कटा हुआ,1/2 टी स्पून नींबू का रस, स्वादानुसार स्वीट और सॉर सीजनिंग"
Lamb Stew Recipe ,"  1/2 kg boneless lamb-diced,  1 cup kidney beans, soaked for half a day,  1/2 cup diced carrots,  1/2 cup diced onions,  3 tsp chopped garlic,  1/3 cup celery leaves,  1 cup broccoli,  1 cup asparagus,  1 cup snow peas,  2 cups lamb stock,  1 bay leaf,  2 Tbsp olive oil,  Salt and pepper to taste"
निहारी मटन रेसिपी (Nihari mutton   Recipe)  ,"6  मटन लेग्स,1 कप तेल,2 कप प्याज , कटा हुआ,2 टेबल स्पून अदरक,1/4 टी स्पून हल्दी,1 टेबल स्पून धनिया पाउडर,1 टी स्पून लाल मिर्च पाउडर,1/4 टी स्पून दालचीनी पाउडर,2 टी स्पून नमक,6  लौंग,6  बड़ी इलाइली,8  मैरो बोन,1/4 कप नींबू का रस,1/2 कप हरा धनिया,गार्निश के लिए  पुदीने के पत्ते"
Tandoori Malai Bater (Quail) Recipe ,"10   whole bater. approx. 100 - 110 gms each,5(for lemon juice)   lemons ,3 tsp Salt,7 Tbsp  Ginger Paste,7 Tbsp  Garlic Paste,13 Tbsp Green Chili Paste,7 Tbsp  Hung curd,6 tsp  Javitri Powder,8 tsp  White Pepper Powder,6 tsp  Green cardamom,8 tsp  Cashew nut Paste,8 tsp  Processed cheese(Grated Parmesan Cheese),5 ½  Tbsp Fresh Cream,10 tsp refined oil,6 tsp  Chaat Masala"
Dhabe Di Roti Recipe ,"For Batter:,1000 Gram Refined flour,6-7 Tbsp Semolina,Blending:,1 Tbsp Saunf,10 Gram Green Cardamoms,Kneading:,1 Tbsp Yeast,6-7 Tbsp Sugar,1 Tbsp Salt,55 Ml Milk,10 Tbsp Desi Ghee"
Taco Seasoning Recipe ,"  1 tablespoon chili powder,  1 1/2 teaspoon cumin,  1 1/2 teaspoon paprika,  1 teaspoon oregano,  1 teaspoon salt,  1/2 teaspoon garlic powder,  1/2 teaspoon onion powder,  1/4 teaspoon cayenne pepper"
Berry Parfait Hazelnut White Chocolate Sable Recipe ,"  For berry parfait:,12 nos egg yolk,110 gms caster sugar,300 gms berry puree,150 gms cream cheese,300 gms double cream,  For Hazelnut Streusel:,440 gms ground hazelnut,480 gms flour,360 gms caster sugar,400 gms butter,  For Hazelnut White Chocolate Pressed Sable:,900 gms hazelnut streusel,40 gms cocoa butter,120 gms puffed rice,140 gms clarified butter,300 gms melted white chocolate,  For Flexy Berry:,500 gms raspberry puree,150 gms sugar,60 gms liquid glucose,4 gms pectin"
Lagan Ka Gosht Recipe ,"450 Gram Lamb Leg (Boneless, cut into 2 inch cubes),For Pre-marinade:,20 Gram Garlic Paste,15 Gram Ginger Paste,6 Gram Red Chilli Powder,100 Gram Yoghurt (Whisk well) , To taste Salt,For Cooking:,6 Tbsp Clarified Butter (Desi Ghee)	,100 Gram Onions, sliced,15 Gram Gram Flour, roasted,1 tsp Green Cardamom Powder,1 tsp Cumin Seed Powder	, roasted,1/2 tsp Black Pepper Powder (Kaalimirch), A pinch of Clove Powder (Lavang), A pinch of Nutmeg (Jaiphal),10 Gram Mint Leaves, finely chopped,10 Gram Fresh Coriander Leaves, finely chopped,1 tsp Lemon Juice,1 inch piece  Ginger, julienne"
Madata Khaja Recipe ,"300 gms maida,15 gms baking powder,45 ml ghee,45 ml milk,as required   salt,as required   water,for deep frying  oil,500 ml sugar syrup"
जामुन पुदीना पॉपसिकल्स रेसिपी (Jamun mint popsicles   Recipe)  ,"500 ग्राम जामुन (बीज निकले हुए),  पुदीने की कुछ टहनी,1  नींबू का रस,2 टी स्पून चीनी (वैकल्पिक)"
Samak Dosa Recipe ,"For Dosa:,1 Cup Samak Ke Chawal,3 Tbsp Singhare Ka Aata, To taste Sendha Namak,For frying  Ghee ,Stuffing:,2 Nos Boiled Potatoes, mashed,2 Tbsp Desi Ghee, To taste Sendha Namak,2 Nos Whole Red Chillies,1/2 tsp Turmeric Powder,1 tsp Cumin Seeds,1 Tbsp Ginger, chopped,1 tsp Green Chillies, chopped,1 Tbsp Coriander, chopped"
Broccoli and Almond Soup Recipe ,"800 Ml vegetable stock,700 gms broccoli,50 gms ground almonds (toasted),250 ml skimmed milk, to taste salt, to taste freshly ground black pepper"
कचरी की चटनी रेसिपी (Kachri ki chutney   Recipe)  ,"50 ग्राम कचरी,100 ग्राम लहसुन पेस्ट, एक चुटकी हल्दी पाउडर,10 ग्राम लाल मिर्च पाउडर,10 ग्राम धनिया पाउडर, स्वादानुसार नमक,2 ग्राम जीरा, एक चुटकी हींग,  तेल"
स्टीम्ड वेजिटेबल्स रेसिपी (Steamed vegetables   Recipe)  ,"  ऐस्पैरागस,  ब्रसल्ज़,  समर स्कॉस,  जुखीनी,  मटर,  ब्रॉकली,  स्वीट कॉर्न,  बीन्स,  स्प्राउट,  गोभी,  पत्तागोभी,  चकुंदर,  प्याज,  आलू,  शलगम,  शलगम के पत्ते,  सरसों के पत्ते,  शकरकंदी"
चकुंदर की चटनी रेसिपी (Beetroot Chutney   Recipe)  ,"2 टेबल स्पून तेल,1 टी स्पून सरसों के दाने,1 टेबल स्पून सफेद उड़द दाल, एक चुटकी हींग,2  लाल/हरी मिर्च, गुच्छा,1 मीडियम चुकंदर (उबला हुआ है), कद्दूकस,1-2 टेबल स्पून इमली का पेस्ट,1 टेबल स्पून हरा धनिया,  नमक"
Home Style Baked Pasta Recipe ,"200 Gram Any short pasta,2 tbsp Olive oil,1 medium Onion, chopped,1 tbsp Garlic (minced),1 cup Mixed bell peppers,1 cup Mushrooms, sliced,1 cup Spinach (chopped), blanched,1 medium Eggplant,1/2 cup Mixed olives,1-2  Green chillies, chopped,1 cup Tomato puree,2 cups Mixed cheese, grated,1 cup Cream,1/2 cup Breadcrumbs,150 gram Butter (cut into cubes)"
Pluck Style Classic Dahi Vada Recipe ,"  For Dahi Vada:,200 gms urad dal (spit and husked black gram lentils), A pinch of baking soda,  Oil for deep frying,2 gms asafoetida, to taste salt,  For Sev Tenka:,100 gms besan,  Oil for deep frying, to taste salt,  For Garnishing:,200 gms yogurt,50 gms sugar,50 ml tamarind chutney,5 gms cumin, roasted,5 gms red chilli,5 gms saffron, to taste salt,  A few edible flowers,10 gms pea shoot,5 ml chilli oil"
Chocolate Nero Cookies Recipe ,"1  almonds,2  eggs,1/3  granulated sugar,2  bittersweet chocolate,2  unsalted butter,1/2  flour,1  baking powder,To roll  castor sugar,To roll  icing sugar"
Vada Pav Recipe ,"2 Tbsp oil,1/4 tsp hing,1 tsp mustard seeds,2 tsp saunf,1  onion,2 tsp green chilli - garlic paste,2 nos potato, boiled,1 tsp turmeric powder,1 tsp salt,2 tsp red chilli powder,2 tsp coriander leaves,2 tsp lemon juice,For masala paste:,9  garlic cloves,5 nos red chilli whole,2 tsp white sesame seeds,1 cup dessicated coconut,2 tsp peanuts, roasted,1/2 tsp salt,1/2 tsp red chilli powder,1/2 tsp tamarind,1 cup besan,1/4 cup soda,1 tsp salt,1 tsp red chilli powder,4  Green chillies"
